timestamp,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1403537851224045,INS_SOLUTION_GOOD,51.765474,-1.258766,110.659075,5736388.379678,620156.030317,-110.659075,30U,0.000268,0.011826,0.000738,-0.072127,-0.006332,1.063051
1403537851243283,INS_SOLUTION_GOOD,51.765474,-1.258766,110.659055,5736388.379683,620156.030524,-110.659055,30U,0.000325,0.011789,0.001174,-0.072122,-0.006335,1.063047
1403537851262953,INS_SOLUTION_GOOD,51.765474,-1.258766,110.659027,5736388.379688,620156.030731,-110.659027,30U,0.000260,0.011597,0.001442,-0.072118,-0.006335,1.063047
1403537851286060,INS_SOLUTION_GOOD,51.765474,-1.258766,110.658999,5736388.379694,620156.031007,-110.658999,30U,0.000662,0.011350,0.001425,-0.072116,-0.006336,1.063047
1403537851303083,INS_SOLUTION_GOOD,51.765474,-1.258766,110.657496,5736388.375093,620156.024696,-110.657496,30U,0.000614,0.009571,0.001226,-0.072118,-0.006324,1.063025
1403537851323400,INS_SOLUTION_GOOD,51.765474,-1.258766,110.654619,5736388.371205,620156.029622,-110.654619,30U,0.000319,0.009614,0.001106,-0.072121,-0.006320,1.063011
1403537851343191,INS_SOLUTION_GOOD,51.765474,-1.258766,110.654595,5736388.371208,620156.029760,-110.654595,30U,0.000437,0.009421,0.001132,-0.072130,-0.006316,1.063015
1403537851363561,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651730,5736388.367320,620156.034685,-110.651730,30U,0.000393,0.009495,0.000660,-0.072130,-0.006314,1.063005
1403537851391564,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651716,5736388.367325,620156.034892,-110.651716,30U,0.000312,0.009668,0.000588,-0.072133,-0.006313,1.063007
1403537851403429,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651705,5736388.367330,620156.035099,-110.651705,30U,0.000409,0.010115,0.000499,-0.072133,-0.006310,1.063010
1403537851423533,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651684,5736388.367335,620156.035306,-110.651684,30U,0.000776,0.011285,0.001550,-0.072129,-0.006312,1.063014
1403537851443328,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651634,5736388.367340,620156.035513,-110.651634,30U,0.000823,0.012024,0.003121,-0.072130,-0.006285,1.063010
1403537851463069,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651576,5736388.367457,620156.035787,-110.651576,30U,0.000833,0.012673,0.002497,-0.072137,-0.006251,1.063003
1403537851486069,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651535,5736388.367464,620156.036063,-110.651535,30U,0.000714,0.012506,0.001543,-0.072138,-0.006245,1.063000
1403537851503180,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651504,5736388.367469,620156.036270,-110.651504,30U,0.000396,0.012339,0.001488,-0.072141,-0.006240,1.062996
1403537851523443,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651473,5736388.367475,620156.036546,-110.651473,30U,-0.000185,0.011760,0.001521,-0.072147,-0.006235,1.062993
1403537851543181,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651455,5736388.367480,620156.036753,-110.651455,30U,-0.000249,0.011346,0.000371,-0.072154,-0.006246,1.062993
1403537851563153,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651448,5736388.367485,620156.036960,-110.651448,30U,-0.000488,0.010772,0.000282,-0.072153,-0.006272,1.062995
1403537851591488,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651444,5736388.367490,620156.037167,-110.651444,30U,-0.000747,0.010284,0.000269,-0.072150,-0.006285,1.062997
1403537851603328,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651435,5736388.367384,620156.037376,-110.651435,30U,-0.000654,0.010135,0.000635,-0.072145,-0.006287,1.063000
1403537851624195,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651422,5736388.367389,620156.037583,-110.651422,30U,-0.000755,0.009809,0.000965,-0.072132,-0.006300,1.063004
1403537851643666,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651394,5736388.367394,620156.037790,-110.651394,30U,-0.000853,0.009801,0.001715,-0.072127,-0.006294,1.063005
1403537851663074,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651361,5736388.367399,620156.037997,-110.651361,30U,-0.000786,0.009834,0.001488,-0.072128,-0.006267,1.063004
1403537851686043,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651333,5736388.367404,620156.038204,-110.651333,30U,-0.000657,0.009949,0.001346,-0.072129,-0.006248,1.063004
1403537851702962,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651308,5736388.367409,620156.038411,-110.651308,30U,-0.000730,0.009957,0.001280,-0.072132,-0.006230,1.063002
1403537851723204,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651282,5736388.367412,620156.038549,-110.651282,30U,-0.000751,0.010037,0.001128,-0.072141,-0.006200,1.063000
1403537851742939,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651272,5736388.367306,620156.038759,-110.651272,30U,-0.000625,0.010047,-0.000128,-0.072145,-0.006189,1.062998
1403537851763015,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651284,5736388.367311,620156.038966,-110.651284,30U,-0.000376,0.010336,-0.001066,-0.072145,-0.006189,1.062996
1403537851791419,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651308,5736388.367316,620156.039173,-110.651308,30U,-0.000257,0.010589,-0.001348,-0.072146,-0.006188,1.062995
1403537851805665,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651336,5736388.367321,620156.039380,-110.651336,30U,-0.000083,0.010917,-0.001386,-0.072149,-0.006196,1.062994
1403537851823370,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651363,5736388.367327,620156.039656,-110.651363,30U,0.000220,0.011279,-0.001437,-0.072147,-0.006218,1.062995
1403537851843541,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651389,5736388.367332,620156.039863,-110.651389,30U,0.000039,0.011521,-0.001034,-0.072146,-0.006239,1.062996
1403537851863168,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651405,5736388.367337,620156.040070,-110.651405,30U,-0.000015,0.011545,-0.000575,-0.072149,-0.006251,1.062998
1403537851886293,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651409,5736388.367344,620156.040346,-110.651409,30U,-0.000146,0.011714,0.000006,-0.072150,-0.006257,1.063000
1403537851903005,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651405,5736388.367349,620156.040553,-110.651405,30U,-0.000566,0.011587,0.000414,-0.072149,-0.006265,1.063004
1403537851923188,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651392,5736388.367354,620156.040760,-110.651392,30U,-0.000777,0.011382,0.000901,-0.072153,-0.006257,1.063004
1403537851942956,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651377,5736388.367360,620156.041036,-110.651377,30U,-0.000839,0.011169,0.000502,-0.072157,-0.006246,1.063003
1403537851962842,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651368,5736388.367365,620156.041243,-110.651368,30U,-0.001252,0.010861,0.000440,-0.072155,-0.006234,1.063003
1403537851991249,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651355,5736388.367370,620156.041450,-110.651355,30U,-0.001705,0.010559,0.000869,-0.072156,-0.006218,1.063001
1403537852005673,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651339,5736388.367264,620156.041660,-110.651339,30U,-0.001851,0.010711,0.000718,-0.072157,-0.006200,1.063001
1403537852023433,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651330,5736388.367269,620156.041867,-110.651330,30U,-0.001953,0.010833,0.000116,-0.072155,-0.006195,1.063002
1403537852043448,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651330,5736388.367274,620156.042074,-110.651330,30U,-0.002010,0.011364,-0.000091,-0.072153,-0.006189,1.063001
1403537852063190,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651329,5736388.367169,620156.042352,-110.651329,30U,-0.001850,0.011914,0.000359,-0.072150,-0.006184,1.063001
1403537852086338,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651322,5736388.367174,620156.042559,-110.651322,30U,-0.001915,0.012139,0.000319,-0.072154,-0.006176,1.063000
1403537852103099,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651319,5736388.367181,620156.042835,-110.651319,30U,-0.001571,0.012391,-0.000176,-0.072152,-0.006171,1.063000
1403537852123536,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651329,5736388.367074,620156.043045,-110.651329,30U,-0.001720,0.012514,-0.000607,-0.072151,-0.006183,1.063001
1403537852143342,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651342,5736388.367081,620156.043321,-110.651342,30U,-0.001791,0.012628,-0.000658,-0.072149,-0.006190,1.063003
1403537852163092,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651352,5736388.367088,620156.043597,-110.651352,30U,-0.001969,0.012453,-0.000254,-0.072148,-0.006194,1.063002
1403537852192987,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651354,5736388.366981,620156.043807,-110.651354,30U,-0.001851,0.012592,0.000263,-0.072137,-0.006213,1.063002
1403537852205197,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651342,5736388.366988,620156.044083,-110.651342,30U,-0.001977,0.012540,0.000738,-0.072132,-0.006222,1.063003
1403537852224346,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651324,5736388.366993,620156.044290,-110.651324,30U,-0.002069,0.012390,0.001033,-0.072129,-0.006226,1.063003
1403537852243331,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651301,5736388.366888,620156.044568,-110.651301,30U,-0.002177,0.012209,0.001327,-0.072127,-0.006232,1.063001
1403537852263104,INS_SOLUTION_GOOD,51.765474,-1.258765,110.651266,5736388.366895,620156.044844,-110.651266,30U,-0.002228,0.012387,0.002182,-0.072128,-0.006230,1.062999
1403537852286350,INS_SOLUTION_GOOD,51.765474,-1.258766,110.652305,5736388.368278,620156.032867,-110.652305,30U,-0.001911,0.010533,0.002472,-0.072141,-0.006215,1.062985
1403537852303104,INS_SOLUTION_GOOD,51.765474,-1.258766,110.652257,5736388.368283,620156.033074,-110.652257,30U,-0.001620,0.010567,0.002458,-0.072147,-0.006203,1.062980
1403537852323471,INS_SOLUTION_GOOD,51.765474,-1.258766,110.652206,5736388.368288,620156.033281,-110.652206,30U,-0.000824,0.011315,0.002714,-0.072152,-0.006186,1.062979
1403537852343459,INS_SOLUTION_GOOD,51.765474,-1.258766,110.652141,5736388.368294,620156.033557,-110.652141,30U,0.000244,0.013002,0.003900,-0.072153,-0.006155,1.062984
1403537852363454,INS_SOLUTION_GOOD,51.765474,-1.258766,110.652046,5736388.368301,620156.033833,-110.652046,30U,0.001948,0.016220,0.005609,-0.072160,-0.006105,1.062989
1403537852391687,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651921,5736388.368309,620156.034178,-110.651921,30U,0.003734,0.019861,0.006883,-0.072167,-0.006042,1.062994
1403537852403184,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651772,5736388.368430,620156.034590,-110.651772,30U,0.005762,0.023992,0.007991,-0.072177,-0.005970,1.063000
1403537852423455,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651604,5736388.368555,620156.035139,-110.651604,30U,0.008151,0.028884,0.008893,-0.072193,-0.005883,1.063004
1403537852443478,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651418,5736388.368792,620156.035755,-110.651418,30U,0.010309,0.033288,0.009639,-0.072216,-0.005792,1.063009
1403537852463063,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651228,5736388.369031,620156.036440,-110.651228,30U,0.012442,0.037463,0.009502,-0.072250,-0.005708,1.063009
1403537852486724,INS_SOLUTION_GOOD,51.765474,-1.258766,110.651035,5736388.369384,620156.037260,-110.651035,30U,0.015628,0.043531,0.010018,-0.072281,-0.005632,1.063010
1403537852502984,INS_SOLUTION_GOOD,51.765474,-1.258766,110.650823,5736388.369741,620156.038218,-110.650823,30U,0.019352,0.050596,0.011139,-0.072318,-0.005544,1.063006
1403537852523197,INS_SOLUTION_GOOD,51.765474,-1.258766,110.650583,5736388.370210,620156.039242,-110.650583,30U,0.023775,0.058354,0.012905,-0.072355,-0.005437,1.063006
1403537852543075,INS_SOLUTION_GOOD,51.765474,-1.258766,110.650306,5736388.370685,620156.040473,-110.650306,30U,0.028686,0.066460,0.014702,-0.072389,-0.005309,1.063003
1403537852563328,INS_SOLUTION_GOOD,51.765474,-1.258766,110.649997,5736388.371387,620156.041907,-110.649997,30U,0.033847,0.074805,0.016238,-0.072422,-0.005169,1.063002
1403537852591653,INS_SOLUTION_GOOD,51.765474,-1.258766,110.649665,5736388.372092,620156.043478,-110.649665,30U,0.039059,0.082679,0.016975,-0.072450,-0.005017,1.063005
1403537852603323,INS_SOLUTION_GOOD,51.765474,-1.258765,110.649326,5736388.373023,620156.045181,-110.649326,30U,0.044332,0.090839,0.017057,-0.072478,-0.004859,1.063010
1403537852623878,INS_SOLUTION_GOOD,51.765474,-1.258765,110.648979,5736388.373957,620156.047023,-110.648979,30U,0.050281,0.099695,0.017682,-0.072508,-0.004699,1.063024
1403537852643362,INS_SOLUTION_GOOD,51.765474,-1.258765,110.648630,5736388.375118,620156.049067,-110.648630,30U,0.055827,0.108079,0.017297,-0.072543,-0.004534,1.063043
1403537852662987,INS_SOLUTION_GOOD,51.765474,-1.258765,110.648293,5736388.376285,620156.051317,-110.648293,30U,0.061631,0.116416,0.016352,-0.072580,-0.004375,1.063068
1403537852686323,INS_SOLUTION_GOOD,51.765474,-1.258765,110.647987,5736388.377677,620156.053700,-110.647987,30U,0.067049,0.124404,0.014324,-0.072615,-0.004232,1.063099
1403537852703069,INS_SOLUTION_GOOD,51.765474,-1.258765,110.647720,5736388.379184,620156.056219,-110.647720,30U,0.072556,0.133047,0.012458,-0.072649,-0.004107,1.063136
1403537852723478,INS_SOLUTION_GOOD,51.765474,-1.258765,110.647479,5736388.380695,620156.058944,-110.647479,30U,0.077967,0.141635,0.011567,-0.072684,-0.003989,1.063176
1403537852743484,INS_SOLUTION_GOOD,51.765474,-1.258765,110.647268,5736388.382432,620156.061803,-110.647268,30U,0.082782,0.149854,0.009538,-0.072716,-0.003888,1.063221
1403537852762992,INS_SOLUTION_GOOD,51.765474,-1.258765,110.647100,5736388.384175,620156.064868,-110.647100,30U,0.087636,0.158183,0.007440,-0.072744,-0.003815,1.063263
1403537852791560,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646968,5736388.386031,620156.068068,-110.646968,30U,0.092370,0.166418,0.005667,-0.072766,-0.003756,1.063306
1403537852803330,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646873,5736388.388003,620156.071404,-110.646873,30U,0.096314,0.174201,0.003932,-0.072795,-0.003715,1.063347
1403537852823494,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646807,5736388.390090,620156.074945,-110.646807,30U,0.100369,0.182223,0.002852,-0.072819,-0.003691,1.063383
1403537852843452,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646756,5736388.392181,620156.078623,-110.646756,30U,0.104090,0.189973,0.002373,-0.072856,-0.003679,1.063419
1403537852863007,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646718,5736388.394386,620156.082437,-110.646718,30U,0.107384,0.196778,0.001544,-0.072889,-0.003666,1.063447
1403537852886233,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646696,5736388.396706,620156.086385,-110.646696,30U,0.110960,0.203938,0.000788,-0.072918,-0.003662,1.063470
1403537852903026,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646686,5736388.399029,620156.090472,-110.646686,30U,0.113959,0.210186,0.000050,-0.072930,-0.003661,1.063489
1403537852923109,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646692,5736388.401464,620156.094626,-110.646692,30U,0.116506,0.215542,-0.000589,-0.072931,-0.003661,1.063503
1403537852943108,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646705,5736388.403905,620156.098986,-110.646705,30U,0.118918,0.221107,-0.000701,-0.072926,-0.003671,1.063513
1403537852963113,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646737,5736388.406346,620156.103346,-110.646737,30U,0.120307,0.225765,-0.002422,-0.072914,-0.003685,1.063519
1403537852991408,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646802,5736388.408901,620156.107842,-110.646802,30U,0.121371,0.230038,-0.003833,-0.072888,-0.003704,1.063520
1403537853005842,INS_SOLUTION_GOOD,51.765474,-1.258765,110.646896,5736388.411460,620156.112476,-110.646896,30U,0.121450,0.233326,-0.005509,-0.072854,-0.003727,1.063514
1403537853023378,INS_SOLUTION_GOOD,51.765474,-1.258764,110.647021,5736388.414018,620156.117109,-110.647021,30U,0.121072,0.236457,-0.006752,-0.072800,-0.003760,1.063498
1403537853043455,INS_SOLUTION_GOOD,51.765474,-1.258764,110.647168,5736388.416467,620156.121815,-110.647168,30U,0.120775,0.238827,-0.008098,-0.072731,-0.003792,1.063473
1403537853063125,INS_SOLUTION_GOOD,51.765474,-1.258764,110.647344,5736388.419028,620156.126517,-110.647344,30U,0.120037,0.240543,-0.009385,-0.072636,-0.003825,1.063444
1403537853086238,INS_SOLUTION_GOOD,51.765474,-1.258764,110.647543,5736388.421590,620156.131289,-110.647543,30U,0.119443,0.241651,-0.010561,-0.072513,-0.003853,1.063411
1403537853103127,INS_SOLUTION_GOOD,51.765474,-1.258764,110.647760,5736388.424040,620156.136063,-110.647760,30U,0.118642,0.242442,-0.010964,-0.072350,-0.003883,1.063382
1403537853123477,INS_SOLUTION_GOOD,51.765474,-1.258764,110.647986,5736388.426491,620156.140838,-110.647986,30U,0.118105,0.242237,-0.011652,-0.072161,-0.003907,1.063351
1403537853143254,INS_SOLUTION_GOOD,51.765474,-1.258764,110.648222,5736388.428942,620156.145612,-110.648222,30U,0.117837,0.242201,-0.011797,-0.071942,-0.003930,1.063333
1403537853162976,INS_SOLUTION_GOOD,51.765474,-1.258764,110.648467,5736388.431503,620156.150384,-110.648467,30U,0.117725,0.241593,-0.012785,-0.071717,-0.003944,1.063331
1403537853192912,INS_SOLUTION_GOOD,51.765474,-1.258764,110.648727,5736388.433954,620156.155158,-110.648727,30U,0.117338,0.241335,-0.012993,-0.071489,-0.003969,1.063346
1403537853204322,INS_SOLUTION_GOOD,51.765474,-1.258764,110.648984,5736388.436405,620156.159932,-110.648984,30U,0.116910,0.240913,-0.012757,-0.071279,-0.003983,1.063381
1403537853223989,INS_SOLUTION_GOOD,51.765474,-1.258764,110.649233,5736388.438855,620156.164707,-110.649233,30U,0.116702,0.240385,-0.012092,-0.071075,-0.004006,1.063428
1403537853243355,INS_SOLUTION_GOOD,51.765474,-1.258764,110.649485,5736388.441304,620156.169412,-110.649485,30U,0.117281,0.239418,-0.013014,-0.070866,-0.004039,1.063495
1403537853263143,INS_SOLUTION_GOOD,51.765474,-1.258764,110.649766,5736388.443755,620156.174186,-110.649766,30U,0.119078,0.238332,-0.014920,-0.070619,-0.004090,1.063588
1403537853286263,INS_SOLUTION_GOOD,51.765474,-1.258764,110.650082,5736388.446315,620156.178889,-110.650082,30U,0.121374,0.237266,-0.016611,-0.070333,-0.004166,1.063703
1403537853303229,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650419,5736388.448874,620156.183523,-110.650419,30U,0.123535,0.236998,-0.016797,-0.069998,-0.004267,1.063843
1403537853323629,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650753,5736388.451434,620156.188225,-110.650753,30U,0.125538,0.237100,-0.016632,-0.069653,-0.004366,1.063993
1403537853343342,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650005,5736388.445777,620156.188982,-110.650005,30U,0.127179,0.238063,-0.014825,-0.069310,-0.004459,1.064153
1403537853363262,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650281,5736388.448449,620156.193682,-110.650281,30U,0.128909,0.239352,-0.012813,-0.068996,-0.004526,1.064311
1403537853392106,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650507,5736388.451120,620156.198382,-110.650507,30U,0.130414,0.241261,-0.009390,-0.068712,-0.004570,1.064464
1403537853403270,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650658,5736388.453906,620156.203217,-110.650658,30U,0.132100,0.243407,-0.005725,-0.068475,-0.004586,1.064615
1403537853423395,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650734,5736388.456692,620156.208053,-110.650734,30U,0.133619,0.246227,-0.001979,-0.068284,-0.004565,1.064753
1403537853443347,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650754,5736388.459478,620156.212888,-110.650754,30U,0.135478,0.249061,-0.000095,-0.068134,-0.004521,1.064881
1403537853463266,INS_SOLUTION_GOOD,51.765474,-1.258763,110.650739,5736388.462267,620156.217861,-110.650739,30U,0.137654,0.252080,0.001423,-0.068029,-0.004457,1.065000
1403537853486259,INS_SOLUTION_GOOD,51.765475,-1.258763,110.650702,5736388.465168,620156.222832,-110.650702,30U,0.140154,0.255142,0.002166,-0.067971,-0.004388,1.065113
1403537853503141,INS_SOLUTION_GOOD,51.765475,-1.258763,110.650658,5736388.468183,620156.227938,-110.650658,30U,0.142413,0.258560,0.002253,-0.067954,-0.004317,1.065226
1403537853523642,INS_SOLUTION_GOOD,51.765475,-1.258763,110.650621,5736388.471086,620156.233047,-110.650621,30U,0.144780,0.262486,0.001315,-0.067973,-0.004257,1.065338
1403537853543512,INS_SOLUTION_GOOD,51.765475,-1.258763,110.650607,5736388.474216,620156.238288,-110.650607,30U,0.147214,0.265792,0.000190,-0.068018,-0.004216,1.065449
1403537853563405,INS_SOLUTION_GOOD,51.765475,-1.258763,110.650617,5736388.477234,620156.243532,-110.650617,30U,0.149749,0.269421,-0.000892,-0.068057,-0.004198,1.065567
1403537853592240,INS_SOLUTION_GOOD,51.765475,-1.258763,110.650638,5736388.480478,620156.248909,-110.650638,30U,0.152219,0.273331,-0.001071,-0.068097,-0.004198,1.065683
1403537853603129,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650662,5736388.483613,620156.254357,-110.650662,30U,0.154777,0.277891,-0.001311,-0.068111,-0.004219,1.065805
1403537853623646,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650686,5736388.486860,620156.259872,-110.650686,30U,0.157208,0.282747,-0.001127,-0.068116,-0.004247,1.065931
1403537853643348,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650713,5736388.490221,620156.265522,-110.650713,30U,0.159712,0.287568,-0.001319,-0.068113,-0.004284,1.066065
1403537853663250,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650732,5736388.493585,620156.271241,-110.650732,30U,0.162103,0.292908,-0.000366,-0.068124,-0.004322,1.066207
1403537853686397,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650729,5736388.496950,620156.277029,-110.650729,30U,0.164723,0.298222,0.000816,-0.068169,-0.004357,1.066355
1403537853703229,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650700,5736388.500429,620156.282953,-110.650700,30U,0.167611,0.303576,0.002055,-0.068260,-0.004376,1.066515
1403537853723507,INS_SOLUTION_GOOD,51.765475,-1.258762,110.650644,5736388.503912,620156.289014,-110.650644,30U,0.171057,0.309214,0.003658,-0.068385,-0.004382,1.066689
