timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1403538155808075,5,51.765463,-1.258796,64.755500,2.749000,1.935600,6.716600,5736387.147138,620153.973169,-64.755500,30U
1403538156006959,5,51.765463,-1.258796,64.771300,2.746900,1.935400,6.716300,5736387.168041,620153.997651,-64.771300,30U
1403538156217584,5,51.765463,-1.258795,64.725500,2.747100,1.936100,6.720600,5736387.179266,620154.048520,-64.725500,30U
1403538156403038,5,51.765464,-1.258794,64.790700,2.747700,1.937000,6.726300,5736387.233891,620154.096349,-64.790700,30U
1403538156602995,5,51.765464,-1.258793,64.792500,2.748000,1.937800,6.730200,5736387.268982,620154.152829,-64.792500,30U
1403538156808131,4,51.765463,-1.258791,64.658800,3.983400,2.140700,7.236000,5736387.165550,620154.282517,-64.658800,30U
1403538157001815,4,51.765464,-1.258790,64.646300,3.982500,2.140200,7.237500,5736387.235676,620154.385541,-64.646300,30U
1403538157216073,4,51.765465,-1.258788,64.732100,3.982800,2.140100,7.238200,5736387.329863,620154.490625,-64.732100,30U
1403538157407070,4,51.765465,-1.258786,64.699000,3.982000,2.139400,7.234400,5736387.404820,620154.636059,-64.699000,30U
1403538157606965,4,51.765466,-1.258784,64.762000,3.981800,2.140000,7.235800,5736387.535821,620154.766941,-64.762000,30U
1403538157808404,4,51.765467,-1.258781,64.627300,3.981600,2.138000,7.229100,5736387.624132,620154.989892,-64.627300,30U
1403538158006651,4,51.765468,-1.258778,64.611500,3.981300,2.138000,7.230700,5736387.731166,620155.197392,-64.611500,30U
1403538158216162,4,51.765469,-1.258774,64.648700,3.991000,2.167800,7.391800,5736387.875895,620155.446885,-64.648700,30U
1403538158407634,4,51.765471,-1.258771,64.739700,3.990800,2.168100,7.391700,5736388.022962,620155.695689,-64.739700,30U
1403538158607482,4,51.765472,-1.258767,64.765400,3.994900,2.180400,7.460200,5736388.196754,620155.974837,-64.765400,30U
1403538158808917,4,51.765474,-1.258762,64.785900,3.993600,2.176800,7.441200,5736388.385629,620156.286222,-64.785900,30U
1403538159008664,4,51.765475,-1.258758,64.876500,3.992300,2.174600,7.428600,5736388.570777,620156.592055,-64.876500,30U
1403538159218276,4,51.765477,-1.258752,64.877400,3.979900,2.141100,7.245100,5736388.781339,620156.952515,-64.877400,30U
1403538159408283,4,51.765479,-1.258746,64.742900,3.988400,2.163300,7.367000,5736388.984078,620157.355807,-64.742900,30U
1403538159607468,4,51.765481,-1.258740,64.714000,3.988000,2.163600,7.367500,5736389.193247,620157.759826,-64.714000,30U
1403538159808673,4,51.765483,-1.258734,64.723200,3.981600,2.145900,7.269100,5736389.411347,620158.202822,-64.723200,30U
1403538160007734,4,51.765484,-1.258727,64.695100,3.983100,2.150700,7.295600,5736389.623585,620158.665478,-64.695100,30U
1403538160218864,4,51.765486,-1.258720,64.570900,3.980900,2.145500,7.270300,5736389.815775,620159.166092,-64.570900,30U
1403538160408078,4,51.765488,-1.258712,64.500800,3.987000,2.162500,7.360200,5736390.037177,620159.668610,-64.500800,30U
1403538160602907,3,51.765489,-1.258709,64.478100,3.988000,2.162500,7.360500,5736390.158631,620159.910223,-64.478100,30U
1403538160807317,3,51.765489,-1.258709,64.478100,3.988000,2.162500,7.360500,5736390.158631,620159.910223,-64.478100,30U
1403538161008523,3,51.765516,-1.258737,77.529100,11.965100,14.796400,63.831699,5736393.079460,620157.887059,-77.529100,30U
1403538161216720,3,51.765516,-1.258737,77.529100,11.965100,14.796400,63.831699,5736393.079460,620157.887059,-77.529100,30U
1403538161401111,3,51.765516,-1.258737,77.529100,11.965100,14.796400,63.831699,5736393.079460,620157.887059,-77.529100,30U
1403538161601784,4,51.765516,-1.258737,77.529100,11.965100,14.796400,63.831699,5736393.079460,620157.887059,-77.529100,30U
1403538161808412,4,51.765515,-1.258676,70.555400,4.779800,4.963500,20.846800,5736393.063542,620162.103109,-70.555400,30U
1403538162007760,4,51.765505,-1.258643,63.460400,4.780300,4.963400,20.847900,5736392.012628,620164.414986,-63.460400,30U
1403538162217938,4,51.765509,-1.258638,64.638100,4.779600,4.963100,20.848700,5736392.536633,620164.764364,-64.638100,30U
1403538162408351,4,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538162602901,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538162806701,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538163001543,2,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538163214512,2,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538163401683,2,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538163602304,1,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538163802746,2,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538164001498,2,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538164216498,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538164407092,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538164607105,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538164806973,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538165001798,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538165215543,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538165402430,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538165602661,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538165807529,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538166010068,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538166217324,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538166401827,3,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538166602217,4,51.765506,-1.258616,60.951200,4.779100,4.962800,20.849300,5736392.159299,620166.298676,-60.951200,30U
1403538166808725,4,51.765556,-1.258360,62.629700,4.834400,4.643500,34.887199,5736398.238132,620183.820070,-62.629700,30U
1403538167007103,4,51.765564,-1.258355,62.563200,4.827900,4.631700,34.866699,5736399.127562,620184.140487,-62.563200,30U
1403538167218491,4,51.765575,-1.258355,63.913000,4.822900,4.622800,34.852901,5736400.291060,620184.087408,-63.913000,30U
1403538167409692,4,51.765581,-1.258344,60.007500,3.749000,4.411800,25.435200,5736400.974311,620184.827433,-60.007500,30U
1403538167609581,4,51.765591,-1.258343,59.562100,3.100400,4.303000,19.333599,5736402.129346,620184.898710,-59.562100,30U
1403538167809975,4,51.765591,-1.258327,59.871200,3.087400,4.290900,19.252600,5736402.180295,620185.965482,-59.871200,30U
1403538168007465,4,51.765595,-1.258320,64.447200,3.087600,4.290000,19.252800,5736402.596072,620186.437689,-64.447200,30U
1403538168218020,6,51.765598,-1.258306,62.731500,3.075700,4.275900,19.196400,5736402.902318,620187.409990,-62.731500,30U
1403538168407990,5,51.765594,-1.258286,61.625700,2.998700,3.422900,14.648000,5736402.527035,620188.792456,-61.625700,30U
1403538168611036,5,51.765599,-1.258274,58.013300,2.996700,3.420700,14.643100,5736403.093804,620189.630089,-58.013300,30U
1403538168807324,5,51.765604,-1.258265,57.906600,2.986200,3.413600,14.618700,5736403.661659,620190.201825,-57.906600,30U
1403538169007522,6,51.765609,-1.258256,58.910000,2.949100,2.885700,11.622600,5736404.213467,620190.838624,-58.910000,30U
1403538169217186,6,51.765611,-1.258245,62.502900,2.915200,2.237300,7.506700,5736404.440829,620191.609450,-62.502900,30U
1403538169407794,6,51.765615,-1.258236,62.231700,2.894400,2.177200,7.418800,5736404.941793,620192.182271,-62.231700,30U
1403538169607195,6,51.765616,-1.258216,60.188600,2.890200,2.142800,7.194200,5736405.044264,620193.594235,-60.188600,30U
1403538169807970,6,51.765620,-1.258206,59.746300,2.887000,2.092000,7.021100,5736405.524376,620194.296159,-59.746300,30U
1403538170009774,6,51.765619,-1.258190,59.758000,2.874700,1.999800,6.708800,5736405.491044,620195.402166,-59.758000,30U
1403538170219476,6,51.765626,-1.258178,60.619400,2.877300,1.996200,6.700700,5736406.224359,620196.164892,-60.619400,30U
1403538170408729,5,51.765627,-1.258162,61.721600,4.080600,2.235800,7.543500,5736406.392509,620197.258124,-61.721600,30U
1403538170607991,6,51.765629,-1.258141,60.637800,2.987600,2.036500,6.803900,5736406.684877,620198.740602,-60.637800,30U
1403538170807917,6,51.765631,-1.258129,58.390500,3.018600,2.080900,6.911400,5736406.887021,620199.540919,-58.390500,30U
1403538171008211,6,51.765632,-1.258111,58.414700,2.871100,2.018100,6.664100,5736407.016601,620200.819036,-58.414700,30U
1403538171216425,5,51.765635,-1.258094,61.089700,2.851500,2.223600,7.249000,5736407.363140,620201.981264,-61.089700,30U
1403538171407091,5,51.765639,-1.258081,60.806100,2.976600,2.562700,7.313900,5736407.899359,620202.837909,-60.806100,30U
1403538171607186,5,51.765641,-1.258066,60.925800,2.976300,2.541900,7.083900,5736408.136472,620203.841559,-60.925800,30U
1403538171806866,4,51.765660,-1.258090,60.223300,4.188800,5.006900,7.235600,5736410.224651,620202.137079,-60.223300,30U
1403538172007873,4,51.765665,-1.258080,60.499600,4.186900,5.005400,7.193000,5736410.777287,620202.818367,-60.499600,30U
1403538172217786,4,51.765667,-1.258066,61.587800,4.182800,5.001900,7.215700,5736410.981117,620203.802745,-61.587800,30U
1403538172408760,4,51.765670,-1.258055,62.442700,4.177600,4.998300,7.205400,5736411.410960,620204.564748,-62.442700,30U
1403538172608273,4,51.765674,-1.258043,63.115600,4.174700,4.995100,7.213800,5736411.789104,620205.384268,-63.115600,30U
1403538172808068,4,51.765680,-1.258034,62.916500,4.174700,4.994600,7.209800,5736412.476952,620205.986053,-62.916500,30U
1403538173007888,4,51.765686,-1.258025,62.348600,4.169500,4.990500,7.209900,5736413.236898,620206.559824,-62.348600,30U
1403538173217037,4,51.765689,-1.258012,62.884200,4.177000,4.995200,7.211400,5736413.579776,620207.447797,-62.884200,30U
1403538173402174,4,51.765692,-1.257998,62.795600,4.171100,4.991200,7.207400,5736413.895478,620208.418386,-62.795600,30U
1403538173606800,5,51.765695,-1.257984,62.100200,4.172500,4.991900,7.221900,5736414.304424,620209.353319,-62.100200,30U
1403538173808100,5,51.765694,-1.257961,61.913200,3.832900,4.363200,7.216700,5736414.197788,620210.956283,-61.913200,30U
1403538174007767,5,51.765695,-1.257944,61.861300,3.834100,4.363500,7.307500,5736414.314337,620212.143861,-61.861300,30U
1403538174217121,5,51.765696,-1.257927,62.008800,3.823100,4.356700,7.307100,5736414.441228,620213.326171,-62.008800,30U
1403538174407594,5,51.765692,-1.257898,61.903200,3.151600,2.980600,7.163700,5736414.110580,620215.348807,-61.903200,30U
1403538174607493,5,51.765692,-1.257878,62.056200,2.862600,2.256700,7.014000,5736414.110352,620216.694184,-62.056200,30U
1403538174808647,5,51.765698,-1.257869,61.896400,2.855800,2.233500,6.970300,5736414.756076,620217.323751,-61.896400,30U
1403538175008736,5,51.765701,-1.257858,62.524700,2.852400,2.237600,7.008900,5736415.149482,620218.031220,-62.524700,30U
1403538175218361,5,51.765706,-1.257849,62.437700,2.877300,2.314800,7.102700,5736415.699240,620218.690743,-62.437700,30U
1403538175406860,5,51.765711,-1.257837,61.873200,2.847100,2.231900,7.100100,5736416.260285,620219.487259,-61.873200,30U
1403538175603023,5,51.765719,-1.257835,61.102100,2.841800,2.196200,6.972600,5736417.170816,620219.568972,-61.102100,30U
1403538175807425,5,51.765724,-1.257827,61.110600,2.829000,2.162800,6.914200,5736417.773112,620220.135727,-61.110600,30U
1403538176007640,5,51.765727,-1.257815,61.606300,2.823500,2.144000,6.889900,5736418.114812,620220.943252,-61.606300,30U
1403538176216664,5,51.765728,-1.257797,61.087400,2.822500,2.144200,6.893400,5736418.291981,620222.180952,-61.087400,30U
1403538176402777,5,51.765730,-1.257779,60.978000,2.808700,2.104200,6.892800,5736418.465505,620223.431221,-60.978000,30U
1403538176608082,5,51.765730,-1.257758,61.144100,2.803500,2.085600,6.893100,5736418.563145,620224.892989,-61.144100,30U
1403538176808463,5,51.765730,-1.257737,61.493600,2.802500,2.078300,6.884200,5736418.548221,620226.342750,-61.493600,30U
1403538177008605,5,51.765733,-1.257723,61.221800,2.801200,2.076600,6.889300,5736418.920313,620227.296738,-61.221800,30U
1403538177217708,5,51.765737,-1.257713,61.091300,2.806700,2.099400,6.888500,5736419.407358,620227.957269,-61.091300,30U
1403538177408211,5,51.765741,-1.257703,61.259000,2.805600,2.096700,6.869700,5736419.866646,620228.631206,-61.259000,30U
1403538177607440,5,51.765745,-1.257692,61.351800,2.820500,2.143200,6.900400,5736420.350563,620229.408982,-61.351800,30U
1403538177807662,5,51.765747,-1.257675,61.380600,2.826900,2.160800,6.901400,5736420.516937,620230.564401,-61.380600,30U
1403538178007755,5,51.765751,-1.257665,61.526400,2.808500,2.103900,6.915900,5736421.048634,620231.228157,-61.526400,30U
1403538178216861,5,51.765755,-1.257653,61.482400,2.801000,2.086900,6.883700,5736421.452630,620232.082914,-61.482400,30U
1403538178407049,5,51.765757,-1.257638,61.787900,2.795200,2.065300,6.890700,5736421.744936,620233.116107,-61.787900,30U
1403538178602629,5,51.765761,-1.257625,61.620600,2.793800,2.072100,6.940100,5736422.153809,620234.007531,-61.620600,30U
1403538178807757,5,51.765765,-1.257613,61.884500,2.788100,2.052600,6.918600,5736422.618865,620234.788271,-61.884500,30U
1403538179007599,5,51.765767,-1.257597,61.826100,2.785900,2.045600,6.918900,5736422.866850,620235.918085,-61.826100,30U
1403538179216377,5,51.765769,-1.257582,62.042200,2.787200,2.046000,6.919400,5736423.157553,620236.927439,-62.042200,30U
1403538179406722,5,51.765772,-1.257567,62.219200,2.786400,2.053600,7.003800,5736423.507286,620237.917383,-62.219200,30U
1403538179608398,5,51.765776,-1.257555,62.577000,2.785600,2.064400,7.078300,5736423.926810,620238.738439,-62.577000,30U
1403538179808457,5,51.765780,-1.257545,62.438100,2.791400,2.086500,7.224000,5736424.494943,620239.438674,-62.438100,30U
1403538180007746,5,51.765783,-1.257530,62.065100,2.788400,2.061700,7.103300,5736424.797631,620240.492411,-62.065100,30U
1403538180218943,5,51.765785,-1.257515,62.073600,2.915700,4.120000,18.548700,5736425.017253,620241.516620,-62.073600,30U
1403538180407692,5,51.765788,-1.257505,63.661900,2.774200,3.420600,14.987900,5736425.402698,620242.191499,-63.661900,30U
1403538180607788,5,51.765791,-1.257488,62.080100,2.758000,3.410400,14.938800,5736425.729085,620243.370922,-62.080100,30U
1403538180807959,5,51.765794,-1.257476,62.915600,2.755900,3.409000,14.936200,5736426.147564,620244.186994,-62.915600,30U
1403538181007743,5,51.765797,-1.257459,61.836900,2.752600,3.406700,14.929200,5736426.480447,620245.312618,-61.836900,30U
1403538181217580,5,51.765797,-1.257433,57.892500,2.561700,2.153200,8.036800,5736426.527757,620247.120471,-57.892500,30U
1403538181408588,5,51.765801,-1.257420,57.508800,2.579700,2.300500,8.918600,5736426.955178,620248.008122,-57.508800,30U
1403538181608088,4,51.765806,-1.257417,61.431600,2.888300,4.095500,18.437300,5736427.558730,620248.208265,-61.431600,30U
1403538181808253,4,51.765810,-1.257405,61.812100,2.888800,4.095600,18.447901,5736428.007782,620249.040212,-61.812100,30U
1403538182008151,4,51.765813,-1.257391,62.833500,2.893800,4.094600,18.514900,5736428.315656,620250.016417,-62.833500,30U
1403538182216533,4,51.765815,-1.257376,63.089200,2.892600,4.093700,18.514099,5736428.629207,620250.988261,-63.089200,30U
1403538182403298,4,51.765819,-1.257364,63.807600,2.886500,4.093400,18.453699,5736429.032486,620251.849461,-63.807600,30U
1403538182607466,4,51.765823,-1.257351,63.334000,2.886600,4.095400,18.449200,5736429.507975,620252.714812,-63.334000,30U
1403538182808247,4,51.765826,-1.257336,62.440200,2.883500,4.094600,18.427401,5736429.848851,620253.772981,-62.440200,30U
1403538183007327,4,51.765828,-1.257321,62.170700,2.884600,4.096400,18.433300,5736430.187812,620254.759011,-62.170700,30U
1403538183217777,4,51.765832,-1.257308,62.227400,2.884400,4.096100,18.438900,5736430.585581,620255.695170,-62.227400,30U
1403538183408641,4,51.765835,-1.257295,62.742900,2.884400,4.096400,18.443001,5736431.023038,620256.546486,-62.742900,30U
1403538183607789,4,51.765839,-1.257281,62.114900,2.884200,4.097000,18.443001,5736431.398482,620257.511265,-62.114900,30U
1403538183807537,4,51.765842,-1.257268,61.581200,2.886700,4.099900,18.460100,5736431.846370,620258.415743,-61.581200,30U
1403538184003185,4,51.765846,-1.257254,61.937600,2.885600,4.099400,18.457300,5736432.211837,620259.326174,-61.937600,30U
1403538184217174,4,51.765849,-1.257242,62.045000,2.884800,4.099200,18.454201,5736432.618553,620260.197369,-62.045000,30U
1403538184408476,4,51.765852,-1.257229,62.155600,2.887300,4.101500,18.473101,5736432.991087,620261.091756,-62.155600,30U
1403538184608159,4,51.765855,-1.257216,62.639600,2.885500,4.099900,18.468901,5736433.356116,620261.964746,-62.639600,30U
1403538184807457,4,51.765858,-1.257201,62.451500,2.885300,4.100400,18.470501,5736433.648160,620262.973587,-62.451500,30U
1403538185007347,5,51.765861,-1.257188,61.702700,2.882900,4.098900,18.459101,5736434.079357,620263.874756,-61.702700,30U
1403538185216132,5,51.765865,-1.257175,61.750100,2.884700,4.102300,18.465900,5736434.472094,620264.749189,-61.750100,30U
1403538185407441,5,51.765869,-1.257167,63.609500,2.744300,3.405500,14.938700,5736434.967595,620265.287997,-63.609500,30U
1403538185608001,5,51.765872,-1.257151,62.400400,2.747400,3.407100,14.956300,5736435.297868,620266.423349,-62.400400,30U
1403538185808543,5,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538186002794,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538186215368,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538186401105,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538186602291,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538186806915,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538187001804,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538187216066,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538187402972,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538187601816,3,51.765873,-1.257133,61.429000,2.886700,4.103000,18.501400,5736435.519596,620267.618096,-61.429000,30U
1403538187808128,4,51.765901,-1.256995,67.128300,4.646800,4.386100,35.097000,5736438.831598,620277.074351,-67.128300,30U
1403538188007994,4,51.765907,-1.256983,65.479600,4.647100,4.387400,35.107899,5736439.454629,620277.909763,-65.479600,30U
1403538188217959,4,51.765909,-1.256968,66.395100,4.647400,4.388200,35.118099,5736439.728536,620278.899805,-66.395100,30U
1403538188408021,4,51.765915,-1.256957,64.666200,4.647100,4.388900,35.127602,5736440.417555,620279.646750,-64.666200,30U
1403538188606854,5,51.765920,-1.256945,62.943700,3.566200,4.202000,25.274401,5736441.023297,620280.508724,-62.943700,30U
1403538188808532,5,51.765924,-1.256930,61.741300,2.871700,3.340800,14.543900,5736441.501042,620281.482965,-61.741300,30U
1403538189007905,5,51.765928,-1.256914,60.030900,2.868900,3.337900,14.535800,5736441.888103,620282.615159,-60.030900,30U
1403538189219810,5,51.765932,-1.256902,59.256600,2.869700,3.338200,14.539500,5736442.407625,620283.438314,-59.256600,30U
1403538189408630,5,51.765931,-1.256881,60.226600,2.862100,3.331500,14.516900,5736442.366272,620284.869938,-60.226600,30U
1403538189607022,5,51.765938,-1.256871,57.833800,2.821600,2.459400,9.294700,5736443.075609,620285.540401,-57.833800,30U
1403538189808145,6,51.765940,-1.256858,59.075700,2.842800,2.253700,7.284900,5736443.371488,620286.402514,-59.075700,30U
1403538190006936,5,51.765944,-1.256843,57.920100,2.806800,2.211400,7.737500,5736443.804345,620287.419285,-57.920100,30U
1403538190218824,5,51.765950,-1.256846,61.421900,2.833400,2.229100,7.293600,5736444.507111,620287.249485,-61.421900,30U
1403538190408080,5,51.765949,-1.256823,62.392600,2.835100,2.225700,7.264500,5736444.411081,620288.820696,-62.392600,30U
1403538190607977,5,51.765949,-1.256807,64.954200,2.836400,2.228100,7.265400,5736444.449018,620289.934194,-64.954200,30U
1403538190808853,4,51.765955,-1.256800,63.856800,4.159900,4.974100,7.449300,5736445.159031,620290.417940,-63.856800,30U
1403538191009064,5,51.765965,-1.256800,63.126600,2.899200,2.396600,7.277100,5736446.219992,620290.379056,-63.126600,30U
1403538191218240,5,51.765966,-1.256780,62.813500,2.862000,2.275900,7.198300,5736446.342200,620291.734624,-62.813500,30U
1403538191408375,4,51.765965,-1.256762,64.466900,4.164500,4.978400,7.352200,5736446.318324,620293.016783,-64.466900,30U
1403538191607577,4,51.765968,-1.256747,64.238000,4.170700,4.981900,7.416400,5736446.643307,620293.986792,-64.238000,30U
1403538191807960,4,51.765976,-1.256739,60.728800,4.162900,4.976000,7.416200,5736447.567749,620294.570293,-60.728800,30U
1403538192001900,4,51.765981,-1.256727,59.722500,4.164600,4.976900,7.468000,5736448.118661,620295.340440,-59.722500,30U
1403538192217401,4,51.765983,-1.256713,60.281600,4.160500,4.975700,7.308800,5736448.371981,620296.291059,-60.281600,30U
1403538192402918,4,51.765984,-1.256698,61.671200,4.150700,4.968700,7.295900,5736448.535801,620297.324711,-61.671200,30U
1403538192602919,4,51.765987,-1.256686,62.078300,4.149500,4.967700,7.313500,5736448.908805,620298.185574,-62.078300,30U
1403538192807670,4,51.765991,-1.256673,61.558100,4.163000,4.977800,7.280100,5736449.327400,620299.078742,-61.558100,30U
1403538193002790,5,51.765994,-1.256660,60.969500,4.219500,5.018200,7.282200,5736449.744586,620299.934494,-60.969500,30U
1403538193216687,5,51.765998,-1.256649,62.617500,4.221700,5.018600,7.358400,5736450.160169,620300.696398,-62.617500,30U
1403538193408821,4,51.766028,-1.256675,62.533500,10.378200,9.157300,8.076600,5736453.407322,620298.817842,-62.533500,30U
1403538193608299,4,51.766008,-1.256627,60.961300,4.385200,5.139600,7.216900,5736451.281393,620302.171206,-60.961300,30U
1403538193803419,3,51.766008,-1.256627,60.961300,4.385200,5.139600,7.216900,5736451.281393,620302.171206,-60.961300,30U
1403538194001972,3,51.766008,-1.256627,60.961300,4.385200,5.139600,7.216900,5736451.281393,620302.171206,-60.961300,30U
1403538194216722,3,51.766008,-1.256627,60.961300,4.385200,5.139600,7.216900,5736451.281393,620302.171206,-60.961300,30U
1403538194401589,3,51.766008,-1.256627,60.961300,4.385200,5.139600,7.216900,5736451.281393,620302.171206,-60.961300,30U
